attn_heads,attn_layers,lin_dims,latent_dim,output_dim,disc_hdims,kaiming_constant,weighted_loss,dprob,neigh_dist,tr_batch_size,val_batch_size,test_batch_size,optimizer_gen,optimizer_gen__global__weight_decay,optimizer_gen__global__lr,optimizer_disc,optimizer_disc__global__weight_decay,optimizer_disc__global__lr,prot,ecfp8,weave,gconv,gnn,score
4,2,[276],256,1,"[854, 212]",5,0.2819287205962908,0.11554948370128525,16,256,128,128,adagrad,0.0007025294749422658,0.0007218024484001816,adadelta,0.0033271842085225555,0.31516475131236565,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 266},{},-0.19723724354595684
8,1,[371],256,1,"[907, 1016]",5,0.19264232208454807,0.16020598264769942,31,256,128,128,rmsprop,0.000778159993826989,0.005196082279735483,adam,0.008085295785653094,0.034351648737108206,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 245},{},-0.19905153366711986
8,2,[583],256,1,"[902, 132]",5,0.2742499262307699,0.20288000419855934,25,256,128,128,sgd,0.0009760590675656905,0.005916064787363804,sgd,0.0019964285111306952,0.0002249926783888046,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 295},{},-0.2023906879321901
4,1,"[232, 116]",256,1,"[547, 314]",5,0.42491124709159256,0.15516565069961014,9,256,128,128,adadelta,0.05947758559342963,0.011141142385109328,adadelta,0.0023202515010820822,0.4999455005577047,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 472},{},-0.20410316262685552
2,2,"[775, 499]",256,1,"[620, 694]",5,0.2998943429432467,0.395041011559219,31,256,128,128,adagrad,0.045835128289308386,0.005769895844522138,sgd,0.00012695792672397916,0.0012153395940660838,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 415},{},-0.20709700268861594
8,1,"[485, 486]",256,1,"[443, 245]",5,0.4748761297600028,0.46656394930927203,51,256,128,128,adagrad,0.00013931495708565826,0.04142810676071041,sgd,0.0015046583533251498,0.002774974634710404,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 187},{},-0.21693631173728806
16,2,[1047],256,1,"[476, 468]",5,0.36789841472139206,0.4742156283224128,55,256,128,128,adam,0.012536971491294213,0.005940343723761342,adam,0.013729528906332032,0.4527391991788818,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 269},{},-0.21700637059823302
8,2,[201],256,1,"[124, 622]",5,0.18849567249452448,0.2625106163066103,46,256,128,128,sgd,0.014747891931287593,0.00082187023186876,sgd,0.0003122315238945784,0.00020995461738782125,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 339},{},-0.21960858120379206
2,2,"[77, 750]",256,1,"[120, 744]",5,0.12398184735873904,0.48233849125564243,15,256,128,128,adamax,0.025634945028685026,0.00025056899966794755,adadelta,0.0001349195827105197,0.22592633728379657,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 157},{},-0.22519666520929635
16,1,"[64, 1048]",256,1,"[100, 370]",5,0.1639147533053465,0.25342796293757847,64,256,128,128,adagrad,1.0,0.0001,adam,0.0001,1.0,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 64},{},-0.22839794928226978
16,2,"[886, 66]",256,1,"[405, 245]",5,0.1926138126964774,0.30792600968508094,7,256,128,128,adamax,0.0003299422020593475,0.0002315015270122639,adamax,0.0043936255625119346,0.0036109741782727085,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 490},{},-0.22969147716811
8,2,[554],256,1,"[846, 161]",5,0.24212414496657136,0.4767347795013691,27,256,128,128,adamax,0.12200566380769215,0.0016048778445942337,adamax,0.00040899621623327257,0.020631733668954533,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 68},{},-0.23409875600500024
2,1,[290],256,1,"[443, 612]",5,0.1,0.4861694301153553,4,256,128,128,rmsprop,0.00019306749152879415,0.0007466868426338932,adam,0.0001,0.0019671127703263878,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 64},{},-0.2404420134307183
8,1,"[64, 110]",256,1,"[1048, 1048]",5,0.1,0.4518493532880714,64,256,128,128,adam,0.2184879231337316,0.0023042301098440137,adagrad,0.0006768590697919332,0.0001,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 512},{},-0.2596310560630865
8,2,[97],256,1,"[674, 694]",5,0.4648135159707868,0.2760672127777575,37,256,128,128,adamax,0.119517898011548,0.0033199263900998677,adadelta,0.006353454218155118,0.0013153220453184726,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 103},{},-0.2634941852587274
4,2,"[607, 423]",256,1,"[624, 815]",5,0.3323996660950612,0.1669150455629806,20,256,128,128,adadelta,0.00023145818899359107,1.0,adam,0.014478037043134466,1.0,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 131},{},-0.26627799393999746
4,1,"[713, 299]",256,1,"[453, 580]",5,0.39698369387319177,0.3839954632047229,48,256,128,128,adamax,0.09079417459871543,0.01482596144213566,adadelta,0.00014281540683734945,0.4490671251451927,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 207},{},-0.28112850616804463
