explain_mode,attn_heads,attn_layers,lin_dims,output_dim,latent_dim,kaiming_constant,dprob,tr_batch_size,val_batch_size,test_batch_size,optimizer,optimizer__global__weight_decay,optimizer__global__lr,prot,ecfp8,weave,gconv,gnn,score
False,4,1,"[1245, 552]",1,512,5,0.1770437107763576,256,128,128,rmsprop,0.002835965285439982,0.0006048961859802897,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 21, 'rnn_hidden_state_dim': 7}",{'dim': 1024},{},{'dim': 425},{},0.2131968292896488
False,4,1,"[467, 2005, 637]",1,512,5,0.1382666399678727,128,128,128,adamax,0.10513507879532787,0.0027136120642394694,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 28, 'rnn_hidden_state_dim': 18}",{'dim': 1024},{},{'dim': 254},{},-0.009433350960687547
False,2,2,"[867, 1104]",1,256,5,0.35361467318491013,256,128,128,adam,0.00027742883919702126,0.001780578772312149,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 35, 'rnn_hidden_state_dim': 17}",{'dim': 1024},{},{'dim': 210},{},-0.05600528324432595
False,16,1,"[2031, 574]",1,256,5,0.11090496884313628,128,128,128,sgd,0.008654653325859048,0.000344629552018843,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 30, 'rnn_hidden_state_dim': 8}",{'dim': 1024},{},{'dim': 285},{},-0.13617788093560104
False,2,1,[1333],1,256,5,0.18983247214436053,256,128,128,sgd,0.08329399588395241,0.00013511898657864437,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 35, 'rnn_hidden_state_dim': 19}",{'dim': 1024},{},{'dim': 246},{},-0.26636760165914897
False,2,1,[479],1,512,5,0.2096294988166797,128,128,128,rmsprop,0.18646508140368273,0.0022102825780085226,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 19, 'rnn_hidden_state_dim': 12}",{'dim': 1024},{},{'dim': 315},{},-0.28717486503170503
False,1,2,"[542, 1491]",1,512,5,0.34152181561714146,128,128,128,adadelta,0.00013992787099041112,0.364456964568544,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 23, 'rnn_hidden_state_dim': 5}",{'dim': 1024},{},{'dim': 504},{},-0.3762020183798831
False,4,2,[1871],1,512,5,0.17719265296721215,128,128,128,adagrad,0.00673034058524093,0.0001276072393236219,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 20, 'rnn_hidden_state_dim': 16}",{'dim': 1024},{},{'dim': 389},{},-0.38944059790291946
False,4,2,[1889],1,512,5,0.3409186630923463,128,128,128,adadelta,0.0006567213077370357,0.0012795587929930756,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 40, 'rnn_hidden_state_dim': 28}",{'dim': 1024},{},{'dim': 317},{},-0.3963294144916438
False,4,3,"[1672, 1613]",1,512,5,0.3327368769595112,128,128,128,adam,0.01509174688509942,0.11925063063994013,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 18, 'rnn_hidden_state_dim': 17}",{'dim': 1024},{},{'dim': 426},{},-0.4544209053425508
