explain_mode,attn_heads,attn_layers,lin_dims,output_dim,latent_dim,kaiming_constant,dprob,tr_batch_size,val_batch_size,test_batch_size,optimizer,optimizer__global__weight_decay,optimizer__global__lr,prot,ecfp8,weave,gconv,gnn,score
False,16,1,[1163],1,512,5,0.377612630168752,128,128,128,rmsprop,0.0011228844823770827,0.10070497162855777,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 5, 'rnn_hidden_state_dim': 39}",{'dim': 1024},{},{'dim': 376},{},-2.1784322182429507
False,2,2,[1723],1,512,5,0.41257801103964165,128,128,128,sgd,0.02596246226818934,0.012463419716923722,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 22, 'rnn_hidden_state_dim': 34}",{'dim': 1024},{},{'dim': 434},{},-6000.244686372181
False,16,2,"[1920, 1852, 254]",1,512,5,0.3089560512006448,128,128,128,adamax,0.35412436389041996,0.050081240703432874,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 43, 'rnn_hidden_state_dim': 47}",{'dim': 1024},{},{'dim': 81},{},-8000.100401943989
False,4,2,[1284],1,256,5,0.43918072501520977,128,128,128,sgd,0.001998340366850071,0.02663616136574751,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 25, 'rnn_hidden_state_dim': 39}",{'dim': 1024},{},{'dim': 490},{},-10000.0
False,2,3,"[463, 792]",1,256,5,0.10319695920938324,256,128,128,adadelta,0.002174990369246391,0.5797236710379675,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 49, 'rnn_hidden_state_dim': 41}",{'dim': 1024},{},{'dim': 450},{},-10000.0
False,2,3,"[1689, 588, 1473]",1,512,5,0.311831163107724,128,128,128,sgd,0.0032835950676697715,0.3214822887869697,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 7, 'rnn_hidden_state_dim': 47}",{'dim': 1024},{},{'dim': 202},{},-10000.0
False,8,3,[1820],1,512,5,0.10939801800295612,128,128,128,adadelta,0.004832363607674383,0.00017088310807025886,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 14, 'rnn_hidden_state_dim': 32}",{'dim': 1024},{},{'dim': 146},{},-10000.0
False,8,2,"[1771, 1023]",1,512,5,0.4082079477257653,256,128,128,rmsprop,0.032333396593781545,0.0001009384661003847,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 42, 'rnn_hidden_state_dim': 13}",{'dim': 1024},{},{'dim': 287},{},-10000.0
False,1,3,[558],1,512,5,0.400163943640814,256,128,128,adadelta,0.0006597757684493761,0.009184669987254267,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 33, 'rnn_hidden_state_dim': 12}",{'dim': 1024},{},{'dim': 343},{},-10000.0
False,16,1,[371],1,512,5,0.4632715003410558,256,128,128,rmsprop,0.00042147206975697433,0.0009072506842842663,"{'model_types': ['rnn', 'psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421, 'embedding_dim': 28, 'rnn_hidden_state_dim': 49}",{'dim': 1024},{},{'dim': 355},{},-10000.0
