latent_dim,optimizer,optimizer__global__weight_decay,optimizer__global__lr,score
13,adadelta,0.00020264344986400942,0.0003530828738089706,-0.5308429598808289
26,rmsprop,0.00018603292698848446,0.006715836063160645,-0.6397792100906372
100,adamax,0.06188809046704629,0.21140787914077772,-0.7548796534538269
19,adadelta,0.00011355362312917161,0.015615198274696608,-0.7655224204063416
46,sgd,0.0001,1.0,-0.8141252398490906
22,adam,0.0001,0.0014309156354305038,-0.8144312500953674
11,adam,0.0032364425030591407,0.18443575882685892,-0.8949797749519348
71,sgd,0.0021406864755936952,0.0012526187050480074,-0.9298300743103027
12,adadelta,0.026703916916460166,0.187036637515857,-0.9394271969795227
10,rmsprop,1.0,0.00012876154840178573,-1.0129700899124146
47,adam,0.0014405175781017213,0.0003702376169277349,-1.1015260219573975
53,rmsprop,0.0001641508505759989,0.00117194854547623,-1.3999146223068237
60,rmsprop,0.36873061891093445,0.0006292053964986811,-1.4264016151428223
48,adagrad,0.11594491408425192,0.004052289393762669,-1.4417625665664673
10,rmsprop,0.0003056186865587971,0.0001,-1.5120208263397217
31,adadelta,0.0035615821384587594,0.04775118430165602,-1.5351831912994385
10,rmsprop,1.0,0.0001,-1.5564074516296387
72,sgd,0.0001,0.016301961729662535,-1.735374093055725
27,adam,0.06372129846351333,0.23153031702006527,-1.7957696914672852
10,adam,1.0,1.0,-1.7962630987167358
10,adam,0.00024397561463963192,1.0,-1.8392846584320068
11,adagrad,0.00027047737670820736,0.002344818367183854,-1.8663829565048218
10,adamax,1.0,0.0001,-1.882561206817627
10,adagrad,0.0001,1.0,-1.8897687196731567
10,adamax,0.0001,0.0001,-1.9259417057037354
36,adamax,0.0015939403711004595,0.0005380358086027842,-2.086040735244751
60,rmsprop,0.0001,0.0184488012476707,-2.2219767570495605
100,rmsprop,0.0001,0.003175757412301511,-2.222644329071045
100,adamax,1.0,1.0,-2.2403488159179688
51,adadelta,0.5708357416333588,0.12988438590259566,-2.274665117263794
100,rmsprop,0.0001,0.0017476858532797996,-2.292290687561035
49,adadelta,1.0,0.0492060448206161,-2.295257329940796
83,adagrad,0.001640703880255046,0.21239731492860167,-2.3032426834106445
94,rmsprop,0.0017909937393907646,0.012536971491294213,-2.312882661819458
10,adadelta,0.0008144944397341593,0.0001,-2.5058562755584717
46,adamax,0.00012165368823983387,0.0025777926276072845,-2.5755302906036377
10,adadelta,0.0001,0.0001,-2.6113173961639404
65,adadelta,0.0001,0.014478464384404458,-2.710550546646118
100,adam,0.18539486264923247,0.010647835767046756,-2.7704296112060547
100,sgd,0.0001,0.012813570846782384,-3.132317066192627
100,sgd,0.0001,0.0001,-3.135406017303467
100,sgd,0.0001,0.001494499050938137,-3.1530511379241943
100,sgd,0.0001,0.0001,-3.1542394161224365
90,rmsprop,0.0069394380462389675,0.0004920218150960987,-3.169616937637329
55,adamax,0.0036981735109628358,0.13833506990667124,-3.219879627227783
80,adadelta,0.00013698885785105936,0.03134151212422868,-3.6654632091522217
88,adamax,0.20816774494442988,0.001236516445710446,-3.7020034790039062
77,adam,1.0,0.11187948791768201,-3.9201183319091797
50,adam,0.013729528906332032,0.4527391991788818,-3.9829342365264893
69,rmsprop,0.0004575747309859833,0.04933771339290254,-4.0830559730529785
98,adagrad,0.00037501838613484526,0.2409721731421261,-4.131865978240967
10,adadelta,1.0,0.000842181781704621,-4.293622016906738
21,adadelta,0.18746708786499602,0.0005786778861098535,-4.478723049163818
12,adadelta,0.0308591093707627,0.0001264872271886895,-4.786474704742432
91,adadelta,0.15282643282397385,0.46088055607098655,-4.876134872436523
58,rmsprop,1.0,0.00011659471290849018,-5.242123126983643
100,adadelta,0.0688204342350826,1.0,-5.320741176605225
74,adamax,0.00023507326237921935,0.011819801843969018,-5.622543811798096
50,rmsprop,0.0001,0.0001,-6.109725475311279
99,adamax,0.0001,0.0005096078340499157,-6.161769390106201
88,rmsprop,0.0003855659884711411,0.06398993314856623,-6.7422051429748535
78,adamax,0.0015061428640916572,0.031137004031323235,-6.747631549835205
100,adadelta,0.013700726260001272,0.16267841505026268,-6.929416656494141
54,adam,1.0,1.0,-9.039419174194336
100,adam,1.0,0.0001,-9.556199073791504
62,adamax,0.0001,0.0001,-9.64557933807373
10,rmsprop,0.0025921685263640137,0.4151846448374042,-10.078514099121094
10,rmsprop,1.0,0.9831244506867117,-10.146466255187988
100,rmsprop,0.005422578030223574,0.0001,-10.236754417419434
79,adagrad,0.28222833112111034,0.0019945394905726836,-15.467183113098145
21,rmsprop,0.5955495990382936,0.6968253526982257,-21.08249282836914
60,adadelta,0.020959426457657828,0.0001,-22.788930892944336
100,adagrad,0.0001,1.0,-31.93564224243164
61,adagrad,0.001343763988543764,0.000385786950485228,-44.167606353759766
65,rmsprop,0.07409912226106855,0.5492207590611754,-63.65707015991211
100,adagrad,0.049121950303934625,0.00010000522245030293,-92.88186645507812
100,rmsprop,0.0001,1.0,-100.6792984008789
100,rmsprop,0.00032546012860767216,0.9912017526620899,-101.32357788085938
