reg_lambda,score
1.0,0.14531747639388506
0.9998096693093418,0.14531634199215845
0.9998192478826051,0.14531626537263623
0.9997614726676841,0.1453162433621909
0.999667213395411,0.14531623686447398
0.9995675770287579,0.1453156695787764
0.9993980442055682,0.1453153234082353
0.9992859878323701,0.14531458306331507
0.9989526085971768,0.14531182567749812
0.9987891571231676,0.14531078382787052
0.9984170565870831,0.14530871452283095
0.9912017526620899,0.1452703727410682
0.9744044165384433,0.145151591548374
0.9169949547723495,0.14456524769828213
0.9133062605347905,0.14451294893083608
0.9080461147027256,0.14444156334681668
0.9080015179284018,0.14444083633599486
0.9040976822611972,0.14438281007523718
0.8947316434284516,0.14424179982868526
0.8847892244264678,0.14407905471824362
0.8844814135140389,0.14407324840303354
0.8781346131091212,0.143962159912584
0.8242769146958274,0.1428466586123564
0.7952170127214424,0.14207596451331433
0.7792039179304593,0.14159251747255616
0.7652019157673898,0.14113086073567827
0.7569367379181853,0.1408410772320222
0.7470846681787937,0.1404844896322555
0.682779951583683,0.1376609135809822
0.6552200359930195,0.1361554108762819
0.6410497465609811,0.13530393211432284
0.5522761430909137,0.12851432634081844
0.5373155847046804,0.12708542898649736
0.4627416515348467,0.11834813108662552
0.37782080678572755,0.1040206088126546
0.31317238440338624,0.0884360377154434
0.24279719592336452,0.06440427419081833
0.16818844019494236,0.02568075456993444
0.11177726267147753,-0.019254921783127578
0.07278931601650776,-0.06398510214421171
0.04775118430165602,-0.10223098280702814
0.03000325071958027,-0.13621756289668527
0.018814949956167306,-0.16256634006755702
0.01019610492439669,-0.18949295499153634
0.0035615821384587594,-0.24072902653007283
0.0038576507737700483,-0.2630213041892488
0.0019931847687628666,-0.2796411070491195
0.0008797431780805016,-1.0280712733476112
0.00032546012860767216,-1.1607117293470859
0.0001,-1.5250120860908019
