latent_dim,optimizer,optimizer__global__weight_decay,optimizer__global__lr,score
56,rmsprop,0.0001,0.0001,-45.9699821472168
100,adamax,0.0001,1.0,-53.75179672241211
57,rmsprop,0.001237972909106212,0.4051264303727089,-56.371681213378906
79,adagrad,0.28222833112111034,0.0019945394905726836,-56.50761413574219
61,adagrad,0.001343763988543764,0.000385786950485228,-57.845855712890625
69,adadelta,0.0001,0.0018429622594603008,-62.555267333984375
77,rmsprop,0.0021068711207111505,0.0001,-62.80369567871094
65,rmsprop,0.07409912226106855,0.5492207590611754,-68.2822265625
74,adadelta,0.5576974526354705,0.00023562218588718732,-72.90951538085938
84,adam,0.9999954933410145,0.0001,-73.7653579711914
74,rmsprop,0.3724361726369074,1.0,-75.48081970214844
100,rmsprop,0.0001,0.0001,-79.7669448852539
94,rmsprop,0.00036867198189184745,0.12434563902166212,-83.498046875
100,adam,0.023325098734096963,0.0001,-88.69762420654297
100,adamax,0.0001,0.0001,-93.2987289428711
99,adagrad,0.01616968977791935,0.0001,-96.94441986083984
100,rmsprop,0.00032546012860767216,0.9912017526620899,-105.31598663330078
