egfr_cs,smiles,proteinName,protein_dataset
0,COc1ccc(CNS(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1,EGFR,egfr_cs
0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O,EGFR,egfr_cs
0,C=C1CS[C@H]([C@@H](C=O)N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)N=C1C(=O)O,EGFR,egfr_cs
0,Cc1cc2c(cc1C)N(C(=O)C(C)C)c1c([O-])nc(O)nc1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H]([N+]2=CN=C3C(=N)N=CN=C32)[C@H](O)[C@@H]1O,EGFR,egfr_cs
0,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)CP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,EGFR,egfr_cs
0,O=C1N[C@H]2NC(=O)N[C@H]2N1,EGFR,egfr_cs
0,CC(=O)N(C)Cc1cc(C(=O)N(C)Cc2cc3ccccc3n2C)ccc1N,EGFR,egfr_cs
0,O=C[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1,EGFR,egfr_cs
0,C[C@H](N=C(O)[C@H](CCCNC(N)N)N=C(O)OCc1ccccc1)C(=O)CF,EGFR,egfr_cs
0,N[C@@H](CO)C1=N/C(=C\c2ccc(O)cc2)C(=O)N1CC(=O)O,EGFR,egfr_cs
0,C=NC1=N[C@H]2[C@@H](O1)[C@H](CO)[C@@H](O)[C@@H]2O,EGFR,egfr_cs
0,O=C1C[C@H]2CC[C@@H]1C2,EGFR,egfr_cs
0,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,EGFR,egfr_cs
0,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,O=C(O)c1ccccc1NC[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,EGFR,egfr_cs
0,N[C@@H](CSP(=O)(O)O)C(=O)O,EGFR,egfr_cs
0,N[C@H]1N[C@@H](N)N=C(O)C1CCC[C@H](c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C(O)(O)C(F)(F)F,EGFR,egfr_cs
0,O=C(O)[C@@]1(O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O1,EGFR,egfr_cs
0,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)Nc1ccc([N+](=O)[O-])cc1,EGFR,egfr_cs
0,CC1(C)S[C@@H]2[C@H](N=C(O)CCC[C@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O,EGFR,egfr_cs
0,O=C1NC=NC2C(C[NH+]3C[C@H](O)[C@@H](CO)C3)=CNC12,EGFR,egfr_cs
0,N[C@@H](Cc1cccc(O)c1)C(=O)O,EGFR,egfr_cs
0,O=C(O)CCCC(=O)O,EGFR,egfr_cs
0,O=c1[nH]cc(I)c(=O)[nH]1,EGFR,egfr_cs
0,CCOCCOCCOCCOCCOCCOCCOCCOCCO,EGFR,egfr_cs
0,N=C(O)C(CS)N=C(O)CCCCCN=C(O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)N=C(O)C(CC(=O)O)N=C(O)Cc1ccc(C(F)(F)P(=O)(O)O)cc1,EGFR,egfr_cs
0,O=C(O)CCN=C(O)[C@H]1CCCN1S(=O)(=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,EGFR,egfr_cs
0,O=CNC1CCCCC1,EGFR,egfr_cs
0,O=Cc1ccc(O)cc1,EGFR,egfr_cs
0,O=C1CCN(C2C[C@H](O)[C@@H](CO)O2)C(=O)N1,EGFR,egfr_cs
0,C[C@H](O)CC(C)(C)O,EGFR,egfr_cs
0,CCCCCCCCOC[C@H](COP(=O)(O)OCCN)OP(=O)(O)CCCCCCC,EGFR,egfr_cs
0,NCCCCNCCCN,EGFR,egfr_cs
0,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,EGFR,egfr_cs
0,CCCC(=O)O,EGFR,egfr_cs
0,O=C(O)C1=C(O)[C@H](O)[C@@H](O)[C@H](O)O1,EGFR,egfr_cs
0,C[N+](CO)(CO)CO,EGFR,egfr_cs
0,Nc1nc(O)c2nn(-c3cccc(C(=O)NCc4cc(Cl)cc(Cl)c4)c3)nc2n1,EGFR,egfr_cs
0,NC(=O)c1cn([C@@H](CO)CCc2cccc3ccccc23)cn1,EGFR,egfr_cs
0,CC(C)CCNC(=O)[C@@H](CCc1ccccc1)NC(=O)[C@@H](O)CC(=O)O,EGFR,egfr_cs
0,CC1=[O+][Fe-3]2345ON1CCC[C@@H]1NC(=O)CNC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CCCN(O2)C(C)=[O+]3)NC(=O)[C@H](CCCN(O4)C(C)=[O+]5)NC1=O,EGFR,egfr_cs
0,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,EGFR,egfr_cs
0,Cc1ncc(COP(=O)(O)O)c(CNC(C(=O)O)C(C)O)c1O,EGFR,egfr_cs
0,O=P(O)(O)[C@@H](NCc1ccccc1)c1ccccc1,EGFR,egfr_cs
0,CC(=O)C(N)=O,EGFR,egfr_cs
0,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)COP(=O)(O)O,EGFR,egfr_cs
0,NCCC[C@H](NC(=O)CCC(=O)O)C(=O)O,EGFR,egfr_cs
0,C[C@@]1(O)/C(=C2/C(=O)Nc3ccc(S(=O)(=O)N4CCC(O)CC4)cc32)Nc2ccccc21,EGFR,egfr_cs
0,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1S,EGFR,egfr_cs
0,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,EGFR,egfr_cs
0,[O-]C1O[C@H](F)[C@@H](O)[C@H](O)[C@H]1O,EGFR,egfr_cs
0,CC(=O)C=O,EGFR,egfr_cs
0,O=C(O)C(c1ccccc1)c1ccccc1,EGFR,egfr_cs
0,O=C(O)C(=O)C(=O)O,EGFR,egfr_cs
0,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,EGFR,egfr_cs
0,CC(O)=N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(O)=N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,EGFR,egfr_cs
0,Nc1nc2ncc(COP(=O)(O)O)nc2c(=O)[nH]1,EGFR,egfr_cs
0,C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c2[nH]c(=N)nc(O)c21,EGFR,egfr_cs
0,c1nc[nH]n1,EGFR,egfr_cs
0,NC(=[NH2+])c1ccc2[nH]c(-c3cc(OC(F)(F)F)ccc3[O-])nc2c1,EGFR,egfr_cs
0,CC[C@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)c1ccc2[nH]ccc2c1,EGFR,egfr_cs
0,N[C@@H](CCC(O)=N[C@@H](CSCc1ccccc1I)C(O)=NCC(=O)O)C(=O)O,EGFR,egfr_cs
0,COc1cccc(N2C(CN3CCOCC3)=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,EGFR,egfr_cs
0,CCCCCCCCCC(=O)O,EGFR,egfr_cs
0,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,EGFR,egfr_cs
0,N[C@@H](CCC(O)=N[C@@H](CSCc1ccccc1)C(O)=NCC(=O)O)C(=O)O,EGFR,egfr_cs
0,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,EGFR,egfr_cs
0,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,EGFR,egfr_cs
0,O=C(O)[C@H](Cc1ccccc1)N(Cc1cccc(C(F)(F)F)c1)C(=O)c1ccc(Cl)cc1Cl,EGFR,egfr_cs
0,COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1,EGFR,egfr_cs
0,CC(O)=N[C@@H](Cc1ccc(Cl)cc1)[B-](O)(O)OC[C@H](N)C(=O)O,EGFR,egfr_cs
0,N=C(N)c1ccc(/N=N/Nc2ccc(C(=N)N)cc2)cc1,EGFR,egfr_cs
0,N=c1nc(O)c2ncn([C@@H]3O[C@H](CO)C[C@H]3O)c2[nH]1,EGFR,egfr_cs
0,Oc1ccc(C(F)(F)F)cc1,EGFR,egfr_cs
0,CO/C=C\[C@H](N)C(=O)O,EGFR,egfr_cs
0,CC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,EGFR,egfr_cs
0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSCC(=O)c1ccc(O)cc1,EGFR,egfr_cs
0,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]753(C)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,EGFR,egfr_cs
0,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,CO[C@@H](C[C@@H]1OC(=O)C[C@@H](O[C@H](N)O)C[C@H](C)C[C@H](O)[C@H](C)[C@@H](OC)c2coc(n2)-c2coc(n2)-c2coc(n2)/C=C/C[C@H](OC)[C@H]1C)[C@@H](C)CCC(=O)[C@H](C)[C@H](OC)[C@H](C)/C=C/N(C)CO,EGFR,egfr_cs
0,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3C(CO)=C[C@H](N[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](C)O[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)O[C@@H]4C)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,CC(O)=N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,EGFR,egfr_cs
0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,EGFR,egfr_cs
0,CC[C@@H]1/C=C(\C)[C@@H](O)[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc5c(ccn5C)c4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,EGFR,egfr_cs
0,O=C1N=C(O)NC(=O)[C@@]1(c1ccccc1)N1CCC(CCO)CC1,EGFR,egfr_cs
0,C[C@H](N)[C@@H](CCCCCC(=O)O)NC(=O)O,EGFR,egfr_cs
0,COC1=CC(=O)c2c(c(COc3ccccc3)c(C)n2C)C1=O,EGFR,egfr_cs
0,C1C2CC3CC1CC(C2)C3,EGFR,egfr_cs
0,Cc1c(O)c(C=O)c(COP(=O)(O)O)c[n+]1[O-],EGFR,egfr_cs
0,SCc1ccccc1I,EGFR,egfr_cs
0,N=C1C=C(C[C@H](N)C(=O)O)C(=O)C=C1O,EGFR,egfr_cs
0,CN=C(O)NC(=N)NCCC[C@@H]1N=C(O)[C@@H](C)N=C(O)C[C@@H](C(=O)O)N=C(O)C[C@@H](C(=O)O)N=C(O)[C@H](Cc2ccccc2)N(C)C1=O,EGFR,egfr_cs
0,CCCCCCCCCCCCCCCCCCOC[C@@H](O)CO[P@](=O)(O)OCC[N+](C)(C)C,EGFR,egfr_cs
0,[N-]=[N+]=NCc1cc(C(O)=NCCCO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(C(O)=NCCCO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1,EGFR,egfr_cs
0,CCS(=O)(=O)O,EGFR,egfr_cs
0,NCC(N)=O,EGFR,egfr_cs
0,NC(=[NH2+])NCCCO,EGFR,egfr_cs
0,N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(O)nc(=N)[nH]c43)[C@H](O)[C@@H]2O)c(O)n1,EGFR,egfr_cs
0,NCCCCCCCNC(N)N,EGFR,egfr_cs
0,N[C@H](C(=O)O)[C@@H](O)C(=O)O,EGFR,egfr_cs
0,O=c1nc(O)ccn1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)NP(=O)(O)O)O1,EGFR,egfr_cs
0,CC(C)C[C@H](N=C(O)c1cc2ccccc2o1)C(O)=N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,EGFR,egfr_cs
0,NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3[O-])nc2c1,EGFR,egfr_cs
0,Nc1c(O)cccc1C(=O)O,EGFR,egfr_cs
0,O=C(CP(=O)(O)O)NO,EGFR,egfr_cs
0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](CO)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,EGFR,egfr_cs
0,Cc1ccc(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)O)C(C)C)cc1,EGFR,egfr_cs
0,CCCC[C@@H](CNNC[C@H](CCCC)C(O)=N[C@@H](CCCCN)C(O)=Nc1ccccc1)C(O)=N[C@@H](CCCCN)C(O)=Nc1ccccc1,EGFR,egfr_cs
0,O=P(O)(O)C(Nc1ccc(Cl)cn1)P(=O)(O)O,EGFR,egfr_cs
0,O=C1Nc2ccccc2/C1=N/c1ccc(O)cc1,EGFR,egfr_cs
0,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,EGFR,egfr_cs
0,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,CCN(C)Cc1cnc(C)nc1N,EGFR,egfr_cs
0,CCCSSC[C@H](N)C=O,EGFR,egfr_cs
0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,EGFR,egfr_cs
0,COC(O)=N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,EGFR,egfr_cs
0,CC1(C)S[C@H]([C@@H](C=O)N=C(O)[C@H](N)c2ccc(O)cc2)N[C@H]1C(=O)O,EGFR,egfr_cs
0,CCCCN,EGFR,egfr_cs
0,N[C@@H](Cc1ccc(I)cc1)C(=O)O,EGFR,egfr_cs
0,N[C@@H](CS(=O)(=O)O)C(=O)O,EGFR,egfr_cs
0,CCC[C@H](NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,EGFR,egfr_cs
0,CC(C)C(=O)COc1nc(N)nc2nc[nH]c12,EGFR,egfr_cs
0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(O)O)O2)c(=O)nc1O,EGFR,egfr_cs
0,CC(=O)ONC(=O)c1ccccc1O,EGFR,egfr_cs
0,O=C1CC(O)=NC(=O)N1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,OCCc1ccc(F)cc1,EGFR,egfr_cs
0,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCNC2,EGFR,egfr_cs
0,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,EGFR,egfr_cs
0,c1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1,EGFR,egfr_cs
0,N[C@@H](Cc1cccs1)C(=O)O,EGFR,egfr_cs
0,CC[C@@](C)(O)[C@@H](O)C(=O)O,EGFR,egfr_cs
0,C[As](C)(=O)SC[C@H](N)C(=O)O,EGFR,egfr_cs
0,CCCCCCCCCCNC(=O)NC1CCCCC1,EGFR,egfr_cs
0,C[C@H](Nc1ncnc2cc(F)c(F)cc12)C(c1ccccc1)c1ccccc1,EGFR,egfr_cs
0,N[C@@H](Cc1c(O)[nH]c2ccccc12)C(=O)O,EGFR,egfr_cs
0,O=C([O-])C(O)C(=O)[O-],EGFR,egfr_cs
0,O=C(O)c1cccc2c1oc1c(C(=O)O)cccc12,EGFR,egfr_cs
0,CC(C)C[C@H](CN(O)C=O)C(=O)O,EGFR,egfr_cs
0,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,EGFR,egfr_cs
0,N[C@@H](CCC(O)=N[C@@H](CSCc1ccc([N+](=O)[O-])cc1)C(O)=NCC(=O)O)C(=O)O,EGFR,egfr_cs
0,C[C@](O)(CO)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=N)nc2O)[C@H](O)[C@@H]1O,EGFR,egfr_cs
0,O=C(O)CCO,EGFR,egfr_cs
0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,EGFR,egfr_cs
0,CC(C)CCNC(=O)[C@H](CCc1ccccc1)NC(=O)[C@@H](O)CC(=O)O,EGFR,egfr_cs
0,CCCCCCCCCCCCCCCCS(=O)(=O)OC[C@H](N)C(=O)O,EGFR,egfr_cs
0,NC(=S)Nc1ccccc1,EGFR,egfr_cs
0,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,EGFR,egfr_cs
0,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,EGFR,egfr_cs
0,NCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,EGFR,egfr_cs
0,CCCCC[C@@H](C/C=C/C(=O)SCCN=C(O)CCN[C@H](O)C(=O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H]([n+]2c[nH]c3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)SCC=O,EGFR,egfr_cs
0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O,EGFR,egfr_cs
0,C[C@@H](O)[C@@H](N)C(=O)O,EGFR,egfr_cs
0,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,EGFR,egfr_cs
0,CC(C)[C@H](N=C(O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(C(=O)NCC(=O)O)cc1)C(C)C)C(=O)C(F)(F)F,EGFR,egfr_cs
0,OC1CCCCC1,EGFR,egfr_cs
0,O=C(O)CCCCCCCCCCCO,EGFR,egfr_cs
0,CNc1nc(N)[nH]c(=O)c1[N+](=O)[O-],EGFR,egfr_cs
0,N[C@@H](CCC(O)=N[C@@H](CS[C@@H](CO)COc1ccc([N+](=O)[O-])cc1)C(O)=NCC(=O)O)C(=O)O,EGFR,egfr_cs
0,CCS/C(N)=N/c1ccccc1,EGFR,egfr_cs
0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,O=C(O)CN(CCO)CCO,EGFR,egfr_cs
0,CCCC(=N)NCCC[C@H]([NH3+])C(=O)O,EGFR,egfr_cs
0,CCC(=O)CCC(C)(C)O,EGFR,egfr_cs
0,CC(O)=N[C@@H](Cc1ccc(CC(=O)O)c(C(=O)O)c1)C(O)=N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,EGFR,egfr_cs
0,NC(=O)[C@H](CCC(=O)O)NC(=O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,EGFR,egfr_cs
0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,OC1=NCC[C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,EGFR,egfr_cs
0,O=c1nc(O)cnn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,CCNC(=O)[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O,EGFR,egfr_cs
0,C/C=C(\N)C(=O)O,EGFR,egfr_cs
0,CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,EGFR,egfr_cs
0,Cc1cccc2c1CCNC2=O,EGFR,egfr_cs
0,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,EGFR,egfr_cs
0,C[C@@H](O)[C@H](N)c1nccs1,EGFR,egfr_cs
0,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,EGFR,egfr_cs
0,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,EGFR,egfr_cs
0,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)C(CCC(=O)O)=C4C)c(CCC(=O)O)c3C,EGFR,egfr_cs
0,O=C(O)c1ccc(Cl)cc1,EGFR,egfr_cs
0,N=c1[nH]c2ccc(O)cc2[nH]1,EGFR,egfr_cs
0,Cn1cnc2c(N)nc[n+](C)c21,EGFR,egfr_cs
0,N[C@@H](CSCC[B-](O)(O)O)C(=O)O,EGFR,egfr_cs
0,O=P(O)(O)O[C@@H]1[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)O[C@H]1n1cnc2c1ncn1ccnc21,EGFR,egfr_cs
0,ClCCCl,EGFR,egfr_cs
0,O=C(NO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],EGFR,egfr_cs
0,Cc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,EGFR,egfr_cs
0,C[C@H](C=O)CC1CC1,EGFR,egfr_cs
0,CC(C)(CO)[C@@H](O)C(O)=NCCC(O)=N/C=C\S,EGFR,egfr_cs
0,O=C(O)[C@]1(O)C/C(=N\O)[C@@H](O)[C@H](O)C1,EGFR,egfr_cs
0,CC(O)=N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,CC[C@@H](C)C(=O)O,EGFR,egfr_cs
0,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,EGFR,egfr_cs
0,O=C(N[C@@H](Cc1ccccc1)C(=O)N1CC(C(=O)O)C1)c1cc2cc(Cl)ccc2[nH]1,EGFR,egfr_cs
0,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)CO,EGFR,egfr_cs
0,N[C@H]1C=C(C(=O)[O-])C[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,CC1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,EGFR,egfr_cs
0,CN(C(=O)Oc1ccc(Cl)cc1)[C@H]1CC[C@H](c2ccc(CN3CCCCC3)cc2)CC1,EGFR,egfr_cs
0,CCc1cc(-c2n[nH]cc2-c2c[nH]cn2)c(O)cc1O,EGFR,egfr_cs
0,CC(C)CC(=O)O,EGFR,egfr_cs
0,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,EGFR,egfr_cs
0,C[C@H](C(=O)O)c1ccc(C(=O)c2ccc(I)s2)cc1,EGFR,egfr_cs
0,COC(=O)[C@@H](C)c1ccc(-c2ccccc2)c(F)c1,EGFR,egfr_cs
0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)CP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,EGFR,egfr_cs
0,C[C@H](N=C(O)[C@H](C)N=C(O)OC(C)(C)C)C(=N)O,EGFR,egfr_cs
0,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,EGFR,egfr_cs
0,O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2[nH]c1=O,EGFR,egfr_cs
0,O=C(O)CCCC[C@@H](S)CCS,EGFR,egfr_cs
0,O=c1nc(O)c(F)cn1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,EGFR,egfr_cs
0,Cn1cc([C@H]2C[C@H](O)[C@@H](CO)O2)c(O)nc1=O,EGFR,egfr_cs
0,COc1cc(OO)ccc1O,EGFR,egfr_cs
0,N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(=O)(O)O)c(O)n1,EGFR,egfr_cs
0,CCC(=O)O,EGFR,egfr_cs
0,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](C#N)COCc1ccccc1,EGFR,egfr_cs
0,CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](C(C)C)C(=O)N1)S(=O)(=O)c1ccccc1,EGFR,egfr_cs
0,Nc1ncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O,EGFR,egfr_cs
0,N=C(N)NO,EGFR,egfr_cs
0,C=CCN(C)C/C=C/COc1ccc2c(-c3ccc(Br)cc3)coc2c1,EGFR,egfr_cs
0,CCCCCCO[C@@H]1O[C@H](CO)[C@H](O)C[C@H]1O,EGFR,egfr_cs
0,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,[NH3+][C@@H](CCC=O)C(=O)O,EGFR,egfr_cs
0,C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)O,EGFR,egfr_cs
