egfr_cs,smiles,proteinName,protein_dataset
0,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,EGFR,egfr_cs
0,C[N+](C)(C)CCO,EGFR,egfr_cs
0,NCCCC[C@H](N)C(=O)O,EGFR,egfr_cs
0,N=C(N)NCCC[C@H](N)C(=O)O,EGFR,egfr_cs
0,NCCCNCCCCNCCCN,EGFR,egfr_cs
0,N[C@@H](CC(=O)O)C(=O)O,EGFR,egfr_cs
0,NCCC[C@H](N)C(=O)O,EGFR,egfr_cs
0,NC(=O)CC[C@H](N)C(=O)O,EGFR,egfr_cs
0,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,EGFR,egfr_cs
0,N[C@@H](CO)C(=O)O,EGFR,egfr_cs
0,CSCC[C@H](N)C(=O)O,EGFR,egfr_cs
0,N[C@@H](Cc1ccc(O)cc1)C(=O)O,EGFR,egfr_cs
0,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,EGFR,egfr_cs
0,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,EGFR,egfr_cs
0,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,EGFR,egfr_cs
0,O=C(O)CCC(=O)O,EGFR,egfr_cs
0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,EGFR,egfr_cs
0,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,EGFR,egfr_cs
0,N[C@@H](CCC(=O)O)C(=O)O,EGFR,egfr_cs
0,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,EGFR,egfr_cs
0,CCCC(=O)O[C@H](COC(=O)CC)COP(=O)(O)OC[C@H](N)C(=O)O,EGFR,egfr_cs
0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,EGFR,egfr_cs
0,Cc1ncc(CO)c(C=O)c1O,EGFR,egfr_cs
0,CN(CC(=O)O)C(=N)N,EGFR,egfr_cs
0,CC(C)C[C@H](N)C(=O)O,EGFR,egfr_cs
0,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,EGFR,egfr_cs
0,N[C@@H](CS)C(=O)O,EGFR,egfr_cs
0,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,EGFR,egfr_cs
0,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,EGFR,egfr_cs
0,NC(=O)NCCC[C@H](N)C(=O)O,EGFR,egfr_cs
0,C[C@@H](O)[C@H](N)C(=O)O,EGFR,egfr_cs
0,NC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,EGFR,egfr_cs
0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,EGFR,egfr_cs
0,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,EGFR,egfr_cs
0,C[C@H](N)C(=O)O,EGFR,egfr_cs
0,CC(C)[C@H](N)C(=O)O,EGFR,egfr_cs
0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,EGFR,egfr_cs
0,Cc1ncc(CO)c(CO)c1O,EGFR,egfr_cs
0,CC[C@H](C)[C@H](N)C(=O)O,EGFR,egfr_cs
0,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,EGFR,egfr_cs
0,CC1=CC(=O)c2ccccc2C1=O,EGFR,egfr_cs
0,O=C(O)[C@@H]1CCCN1,EGFR,egfr_cs
0,Nc1ncnc2nc[nH]c12,EGFR,egfr_cs
0,NC(=O)C[C@H](N)C(=O)O,EGFR,egfr_cs
0,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,EGFR,egfr_cs
0,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,EGFR,egfr_cs
0,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1,EGFR,egfr_cs
0,CC(N)Cc1ccccc1,EGFR,egfr_cs
0,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,EGFR,egfr_cs
0,CC1O[C@@]2(CS1)CN1CCC2CC1,EGFR,egfr_cs
0,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,EGFR,egfr_cs
0,C#CC(O)(/C=C/Cl)CC,EGFR,egfr_cs
0,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,EGFR,egfr_cs
0,CC(C)(N)Cc1ccccc1,EGFR,egfr_cs
0,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,EGFR,egfr_cs
0,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,EGFR,egfr_cs
0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,EGFR,egfr_cs
0,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,EGFR,egfr_cs
0,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]753(O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,EGFR,egfr_cs
0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,EGFR,egfr_cs
0,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,EGFR,egfr_cs
0,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,EGFR,egfr_cs
0,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,EGFR,egfr_cs
0,O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,EGFR,egfr_cs
0,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,EGFR,egfr_cs
0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,EGFR,egfr_cs
0,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1cnc[nH]1)C(O)=N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,EGFR,egfr_cs
0,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,EGFR,egfr_cs
0,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,EGFR,egfr_cs
0,C/N=C(\NC)NCc1ccccc1,EGFR,egfr_cs
0,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,EGFR,egfr_cs
0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,EGFR,egfr_cs
0,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,EGFR,egfr_cs
0,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,EGFR,egfr_cs
0,CCC1=C(C)CN(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=N[C@H]3CC[C@H](C)CC3)cc2)C1=O,EGFR,egfr_cs
0,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,EGFR,egfr_cs
0,NC(N)=NCC1COC2(CCCCC2)O1,EGFR,egfr_cs
0,FC(F)OC(F)(F)C(F)Cl,EGFR,egfr_cs
0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,EGFR,egfr_cs
0,CC(C)C[C@H](CN)CC(=O)O,EGFR,egfr_cs
0,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,EGFR,egfr_cs
0,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,EGFR,egfr_cs
0,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,EGFR,egfr_cs
0,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,EGFR,egfr_cs
0,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,EGFR,egfr_cs
0,C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,EGFR,egfr_cs
0,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,EGFR,egfr_cs
0,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,EGFR,egfr_cs
0,Nc1ccc(O)c(C(=O)O)c1,EGFR,egfr_cs
0,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,EGFR,egfr_cs
0,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,EGFR,egfr_cs
0,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,EGFR,egfr_cs
0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,EGFR,egfr_cs
0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,EGFR,egfr_cs
0,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,EGFR,egfr_cs
0,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,EGFR,egfr_cs
0,CC(=O)[O-].CC(=O)[O-].[Ca+2],EGFR,egfr_cs
0,N[C@@H]1CONC1=O,EGFR,egfr_cs
0,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,EGFR,egfr_cs
0,CC=CC(=O)N(CC)c1ccccc1C,EGFR,egfr_cs
0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,EGFR,egfr_cs
0,CCCN(CCC)CCc1cccc2c1CC(=O)N2,EGFR,egfr_cs
0,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,EGFR,egfr_cs
0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,EGFR,egfr_cs
0,NCCc1ccn[nH]1,EGFR,egfr_cs
0,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,EGFR,egfr_cs
0,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,EGFR,egfr_cs
0,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,EGFR,egfr_cs
0,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,EGFR,egfr_cs
0,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,EGFR,egfr_cs
0,NCCC(O)(P(=O)(O)O)P(=O)(O)O,EGFR,egfr_cs
0,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,EGFR,egfr_cs
0,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1,EGFR,egfr_cs
0,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,EGFR,egfr_cs
0,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,EGFR,egfr_cs
0,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,EGFR,egfr_cs
0,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,EGFR,egfr_cs
0,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,EGFR,egfr_cs
0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,EGFR,egfr_cs
0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,EGFR,egfr_cs
0,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,EGFR,egfr_cs
0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,EGFR,egfr_cs
0,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,EGFR,egfr_cs
0,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,EGFR,egfr_cs
0,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,EGFR,egfr_cs
0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,EGFR,egfr_cs
0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,EGFR,egfr_cs
0,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,EGFR,egfr_cs
0,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,EGFR,egfr_cs
0,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,EGFR,egfr_cs
0,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,EGFR,egfr_cs
0,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,EGFR,egfr_cs
0,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O.NCCC[C@H](N)CC(=O)NC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC1=O,EGFR,egfr_cs
0,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,EGFR,egfr_cs
0,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,EGFR,egfr_cs
0,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,EGFR,egfr_cs
0,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O,EGFR,egfr_cs
0,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],EGFR,egfr_cs
0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,EGFR,egfr_cs
0,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,EGFR,egfr_cs
0,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,EGFR,egfr_cs
0,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,EGFR,egfr_cs
0,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,EGFR,egfr_cs
0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,EGFR,egfr_cs
0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,EGFR,egfr_cs
0,CNCCCC1c2ccccc2C=Cc2ccccc21,EGFR,egfr_cs
0,Nc1ccc(C(=O)NCC(=O)O)cc1,EGFR,egfr_cs
0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,EGFR,egfr_cs
0,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],EGFR,egfr_cs
0,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,EGFR,egfr_cs
0,Nc1nc(=S)c2[nH]cnc2[nH]1,EGFR,egfr_cs
0,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,EGFR,egfr_cs
0,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-],EGFR,egfr_cs
0,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,EGFR,egfr_cs
0,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,EGFR,egfr_cs
0,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,EGFR,egfr_cs
0,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,EGFR,egfr_cs
0,O=S(=O)(OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O)O[Al](O)O,EGFR,egfr_cs
0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,EGFR,egfr_cs
0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,EGFR,egfr_cs
0,NC[C@H](O)c1ccc(O)c(O)c1,EGFR,egfr_cs
0,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,EGFR,egfr_cs
0,CN1CCN2c3ncccc3Cc3ccccc3C2C1,EGFR,egfr_cs
0,CCCC(C)(COC(N)=O)COC(N)=O,EGFR,egfr_cs
0,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,EGFR,egfr_cs
0,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,EGFR,egfr_cs
0,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,EGFR,egfr_cs
0,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,EGFR,egfr_cs
0,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,EGFR,egfr_cs
0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,EGFR,egfr_cs
0,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,EGFR,egfr_cs
0,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,EGFR,egfr_cs
0,CNC[C@H](O)c1cccc(O)c1,EGFR,egfr_cs
0,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,EGFR,egfr_cs
0,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,EGFR,egfr_cs
0,C[C@H](N)[C@H](O)c1ccccc1,EGFR,egfr_cs
0,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,EGFR,egfr_cs
0,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,EGFR,egfr_cs
